,index,customer_type,session_duration_microseconds,signed_up,pages_visited,app_removed,personalise_store_pageviews,purposeful_shelves_pageviews,digi_me_pageviews,homepage_duration_microseconds,add_to_cart,scan_qr,notification_open,notification_receive,price,quantity,total_cost,entered_store,visited_purposeful_shelves,entered_dm,visited_digi_me,visited_personalised_store,entered_welcome,entered_purposeful_shelves,cos_month,cos_wday,completed_transaction
0,600,0,0.0902992468254987,0,73,0,10,10,0,9.269092024549653e-05,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
1,238,0,0.0302360390954751,0,6,0,0,1,0,0.0126196390609697,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
2,111,0,0.0001664936588921,0,2,0,0,0,0,1.5417759126822923e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
3,1006,0,0.0045862048956088,1,17,0,5,2,0,2.075103391380522e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
4,1336,1,0.0001896632778151,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
5,568,0,0.0101018207258106,0,18,0,0,11,0,0.2136581788181948,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
6,440,0,0.0003033553954842,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
7,592,0,0.0048357474336178,0,12,0,9,1,0,4.575030000014926e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
8,771,1,0.0526183853123545,0,17,0,5,7,0,0.0547924598702056,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
9,229,0,0.0064415082389077,0,14,0,4,0,0,1.0501050729617724e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
10,1008,1,0.0067283328364634,0,19,0,0,21,0,3.316748305688961e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
11,1080,0,0.2318814131447319,0,63,0,3,40,0,0.039266991872518,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8910065241883679,0.6234898018587336,0
12,951,0,0.0001754627762231,0,6,0,0,0,0,0.0005485321820856,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.3090169943749474,0.6234898018587336,0
13,1095,1,0.5097782195070115,1,131,0,15,14,0,0.0003354676190839,3,1,0,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.9009688679024191,0
14,474,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0.3090169943749474,0.6234898018587336,0
15,816,0,5.442818513969746e-05,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9009688679024191,0
16,750,0,1.2881741330374889e-05,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.2225209339563144,0
17,590,0,0.0024273260263873,0,2,0,0,0,0,0.0218837064340498,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
18,81,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
19,964,0,0.0905071991749837,0,19,0,1,0,0,0.038911565861165,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
20,1180,0,0.0001358503324108,0,2,0,0,0,0,0.2077527609867782,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.6234898018587336,0
21,191,0,0.1819636804640704,0,111,0,11,29,0,0.0013596223591385,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.123233995736766e-17,0.6234898018587336,0
22,307,0,0.0243241738359706,0,19,0,7,5,0,0.0004596330325275,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
23,817,0,0.0107354807230115,0,16,0,0,7,0,0.1742733017311747,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
24,287,0,0.0001729564458792,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,0.1564344650402309,0.9009688679024191,0
25,1369,1,0.0003291628426823,0,7,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
26,57,1,0.0142292108745504,0,22,0,0,0,0,1.2723904473585207e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
27,1159,0,0.0015660607841192,0,6,0,1,4,0,2.5489389357113024e-07,0,0,0,0,0.0,0.0,0.0,1,1,0,0,1,1,1,0.1564344650402309,0.7818314824680298,0
28,45,1,0.0440803841464793,1,43,0,1,15,0,2.11712581938314e-06,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.1564344650402309,0.6234898018587336,0
29,119,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
30,643,0,0.1522717907988058,0,57,0,0,6,0,0.0001402914021908,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
31,1051,0,0.0349882097677766,0,18,0,0,9,0,1.0830591515015656e-05,0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
32,1289,1,7.91370464790511e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9009688679024191,0
33,1035,1,0.0347227082785761,1,36,0,1,7,0,2.1934472672513253e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
34,1366,1,0.0002499826230276,0,5,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.7818314824680298,0
35,756,0,2.6819247060116414e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.6234898018587336,0
36,278,1,0.0586698400002404,0,33,0,0,9,1,7.95061498300962e-05,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.5877852522924731,0.9749279121818236,0
37,826,0,0.238810266917007,0,59,0,4,28,0,0.0001131324546217,3,2,0,7,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
38,1126,0,0.2619214570578325,0,198,0,0,115,0,5.557184290396477e-06,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
39,1216,0,0.0,0,1,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
40,527,0,2.901703428108494e-06,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
41,924,0,5.552725460833103e-05,0,2,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
42,394,0,0.0034548653686483,0,9,0,4,3,0,2.404388363538813e-06,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.7818314824680298,0
43,767,0,0.0093733716913387,1,101,0,1,32,0,4.218805374210165e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
44,13,0,0.0001780124556008,0,5,0,0,0,0,0.0003070219559306,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
45,14,0,0.122497203399184,0,16,0,0,11,0,3.199052146734059e-07,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
46,835,0,0.0262605465111286,0,16,0,0,15,0,4.303538277716101e-05,2,2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
47,434,0,0.086372246906001,0,11,1,0,0,0,3.2939680447458176e-05,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.5877852522924731,0.6234898018587336,0
48,1068,0,0.0004671673934576,0,4,0,0,1,0,6.75855452732986e-08,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
49,1317,1,0.0001953347031303,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
50,989,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.6234898018587336,0
51,1255,1,0.0002061500232772,0,7,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
52,1186,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9749279121818236,0
53,498,0,0.0808247133492744,0,52,0,3,10,0,0.0003058089087664,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
54,162,0,0.0001797270285921,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
55,453,0,0.0197960001072645,0,2,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
56,1201,0,0.015505896634339,0,32,0,0,18,0,7.420615191345688e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
57,687,0,0.006676367236953,0,19,0,0,4,0,6.0412204566227415e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
58,1339,1,0.0001893994905912,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
59,330,1,0.0036922737822841,0,6,0,0,3,0,2.8885197011177123e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
60,5,0,0.0526321897813943,0,48,0,7,11,0,4.166813383804721e-05,1,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
61,696,0,0.0002400025411608,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.7818314824680298,0
62,1272,1,0.0028836783195207,0,21,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
63,608,0,1.0,0,17,0,4,1,0,1.24428961125691e-05,0,0,1,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
64,1150,0,0.0021897422382121,0,11,0,4,1,0,9.711161605828811e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.2225209339563144,0
65,772,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.123233995736766e-17,0.6234898018587336,0
66,40,0,0.000954865742237,0,10,0,0,0,0,9.038061064907358e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
67,466,0,0.0279163380806057,0,41,0,1,9,0,1.7652860918133014e-05,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.4539904997395468,0.6234898018587336,0
68,499,0,0.0001662299156327,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
69,102,0,0.120586725221008,0,121,0,7,6,0,0.0003424496019246,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
70,267,0,0.0003643781732938,0,5,0,0,1,0,3.906165181980202e-07,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
71,598,0,0.0073298115837028,0,17,0,0,1,0,6.694178233629802e-06,0,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
72,435,1,0.0843477678911749,1,23,0,1,0,0,9.80494805436494e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
73,354,1,0.0339134088996055,0,74,0,0,32,0,9.717044298857607e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
74,1308,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.2225209339563144,0
75,648,0,0.0001679885410903,0,2,0,0,0,0,0.0552025221484114,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
76,200,0,0.0480291468197055,0,12,0,0,1,0,0.0005163178293669,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
77,658,0,0.0667608094867892,0,46,0,8,12,0,0.0071376953087464,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
78,1143,1,0.0046034388623474,1,14,0,2,0,0,0.0001977877710387,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
79,496,0,0.0,0,1,0,0,0,0,0.047248120724678,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
80,902,0,0.0110808224714656,0,50,0,1,0,0,4.991576252085515e-06,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.4539904997395468,0.9009688679024191,0
81,601,0,0.0039987944485978,0,7,0,4,1,0,7.41407788492616e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
82,1242,1,0.0001929166975419,0,7,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
83,489,0,0.0017930937867686,0,6,0,0,0,0,0.007140648473244,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
84,971,0,0.0001806063193386,0,5,0,0,0,0,0.0300941496922101,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
85,1179,0,0.0001373012061071,0,2,0,0,0,0,0.262863567744113,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8910065241883679,0.6234898018587336,0
86,11,0,0.0500381502734281,0,15,0,0,4,0,0.0166235431071868,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
87,653,0,0.0287574677846009,0,26,0,6,7,0,0.0064401650638478,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.9009688679024191,0
88,95,0,0.0004836540070261,0,5,0,0,1,0,6.50935454728322e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.9009688679024191,0
89,920,0,0.0350948678232605,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
90,1099,0,9.89215279215005e-06,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.9749279121818236,0
91,186,0,0.0012101244614601,0,11,0,0,3,0,6.598551713656406e-07,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
92,1348,1,1.8904882944151404e-05,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
93,700,1,0.0132918865430614,1,19,0,2,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
94,1010,1,0.001421637894504,0,11,0,0,13,0,2.0385997983947445e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
95,545,0,0.0008082885463283,0,5,0,5,0,0,1.381318483388136e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
96,382,0,0.0882574478492991,0,22,0,9,10,0,9.98034836072452e-05,0,2,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
97,105,0,0.2205492445780426,0,49,0,0,21,0,0.0004433995631395,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
98,76,0,0.1427863976422164,0,15,0,0,0,0,0.0002725067550272,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
99,190,0,0.0809080699801525,0,6,0,0,0,0,0.0001688463931367,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.123233995736766e-17,0.6234898018587336,0
100,630,0,0.0496247518168729,0,9,0,0,0,0,3.049163243279244e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
101,782,1,0.0562177179748007,1,27,0,1,2,0,3.18070019503606e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
102,292,0,0.0001737038430137,0,2,0,0,0,0,0.0225263909462932,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
103,955,1,3.517250915221523e-06,1,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
104,942,0,0.000539401084321,0,6,0,0,0,0,7.766352945573079e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.4338837391175582,0
105,555,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
106,157,0,0.0059691971264764,0,2,0,0,0,0,0.0082805966829396,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
107,215,0,0.0001718134118732,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,6.123233995736766e-17,0
108,542,0,0.0382005669683528,0,37,0,10,14,0,4.385698409908378e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
109,1017,0,0.3013414679583744,0,143,0,25,49,6,0.1997893218692402,0,5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.4338837391175582,0
110,934,0,0.0005085378911885,0,6,0,0,1,0,6.526825616849012e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
111,451,1,0.0187546121555682,0,12,0,0,2,0,0.0002928333331679,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
112,757,0,2.9017473926458208e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.6234898018587336,0
113,760,1,0.0634702838224558,1,43,0,7,23,0,2.8320971026421813e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
114,494,0,0.0040555527102513,0,14,0,0,0,0,7.366077776448104e-06,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,1,0.1564344650402309,0.6234898018587336,0
115,113,1,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.6234898018587336,0
116,266,1,0.164059254575293,1,39,0,7,0,0,0.0003097622460201,0,0,1,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
117,372,1,0.0223552200094196,1,33,0,10,8,1,9.215255594939549e-06,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
118,1334,1,0.0001982364065584,0,7,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
119,564,0,0.0829576532294022,1,29,0,1,7,0,3.024518000831751e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
120,480,0,0.000749595317458,0,4,0,0,0,0,0.0060037593570717,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
121,398,0,0.090237916471786,0,30,0,5,1,0,7.315966978860507e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
122,1087,0,0.0233326394274117,0,19,0,0,0,0,0.0006748363384868,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
123,895,0,5.71582949786193e-07,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
124,277,0,0.1980544374263975,0,31,0,0,33,0,5.6749713632802186e-05,0,22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
125,1329,1,0.0004046937419516,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
126,797,0,0.0,0,1,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
127,436,1,0.0025345995853939,0,5,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
128,1375,0,0.0006181856231398,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
129,1136,0,0.168829671585734,0,138,0,19,20,0,0.0002134824947095,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
130,1363,1,0.0001881245190087,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
131,241,0,0.0013873449398856,0,2,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
132,58,1,0.0062358421772573,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,0.3090169943749474,0.7818314824680298,0
133,110,1,0.0111938108487856,0,17,0,0,20,0,5.103943642869852e-06,0,16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
134,305,0,0.0121856070661644,0,12,0,6,2,0,0.0070117626464099,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
135,1283,1,0.0001938838733985,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,6.123233995736766e-17,0
136,405,0,0.0771511248031059,0,61,0,8,7,0,9.03401396520484e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
137,31,1,0.0055040087087375,1,14,0,5,0,0,6.667512783822519e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.4338837391175582,0
138,1285,1,0.0002046991495809,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,6.123233995736766e-17,0
139,1321,1,3.649144527202031e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
140,329,1,0.034679490830632,0,42,0,0,0,0,0.0002259960108163,0,0,0,7,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
141,604,0,0.0100868277194687,0,19,0,13,1,0,1.4874039488134972e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
142,513,1,0.0044395833834465,0,10,0,0,0,0,0.0481675490018094,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.6234898018587336,0
143,966,0,0.0160026960380259,0,13,0,2,0,0,1.0066094751780667e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
144,358,0,5.842887010736487e-05,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
145,299,0,0.0001753305308948,0,2,0,0,0,0,0.0076046673921333,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
146,794,0,0.0095620232132564,0,12,0,0,0,0,0.0011383764562781,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
147,649,0,0.0003160610588426,0,2,0,0,0,0,0.0012911406382943,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
148,923,0,0.0001212983783074,0,4,0,1,2,0,1.5806747893055404e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
149,1056,0,0.000167153126952,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
150,185,0,0.0245370481033385,0,16,0,4,5,0,1.938755495564472e-05,2,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
151,647,0,0.0207230805256981,0,24,0,4,8,0,0.0141460033763875,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.9009688679024191,0
152,1088,0,0.552473104169024,0,47,0,1,1,0,0.0226041103537466,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
153,850,1,0.0005569868552872,0,3,0,2,0,0,1.0341035042524588e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.6234898018587336,0
