session_id,index,customer_type,session_duration_microseconds,signed_up,pages_visited,app_removed,personalise_store_pageviews,purposeful_shelves_pageviews,digi_me_pageviews,homepage_duration_microseconds,add_to_cart,scan_qr,notification_open,notification_receive,price,quantity,total_cost,entered_store,visited_purposeful_shelves,entered_dm,visited_digi_me,visited_personalised_store,entered_welcome,entered_purposeful_shelves,cos_month,cos_wday,completed_transaction
1662455882.0,600,0,0.0902992468254987,0,73,0,10,10,0,9.269092024549653e-05,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
1662573357.0,238,0,0.0302360390954751,0,6,0,0,1,0,0.0126196390609697,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
1655456256.0,111,0,0.0001664936588921,0,2,0,0,0,0,1.5417759126822923e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
1663066036.0,1006,0,0.0045862048956088,1,17,0,5,2,0,2.075103391380522e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9009688679024191,0
1657182695.0,1336,1,0.0001896632778151,0,6,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
1659007976.0,568,0,0.0101018207258106,0,18,0,0,11,0,0.2136581788181948,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
1659001465.0,440,0,0.0003033553954842,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
1661155955.0,592,0,0.0048357474336178,0,12,0,9,1,0,4.575030000014926e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
1661439138.0,771,1,0.0526183853123545,0,17,0,5,7,0,0.0547924598702056,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
1661526912.0,229,0,0.0064415082389077,0,14,0,4,0,0,1.0501050729617724e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
1659106525.0,1008,1,0.0067283328364634,0,19,0,0,21,0,3.316748305688961e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
1648731188.0,1080,0,0.2318814131447319,0,63,0,3,40,0,0.039266991872518,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8910065241883679,0.6234898018587336,0
1659611466.0,951,0,0.0001754627762231,0,6,0,0,0,0,0.0005485321820856,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.3090169943749474,0.6234898018587336,0
1658831459.0,1095,1,0.5097782195070115,1,131,0,15,14,0,0.0003354676190839,3,1,0,11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.9009688679024191,0
1659599238.0,474,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0.3090169943749474,0.6234898018587336,0
1656441282.0,816,0,5.442818513969746e-05,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9009688679024191,0
1659215349.0,750,0,1.2881741330374889e-05,0,4,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.2225209339563144,0
1660311665.0,590,0,0.0024273260263873,0,2,0,0,0,0,0.0218837064340498,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.4338837391175582,0
1662987044.0,81,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.9749279121818236,0
1656690772.0,964,0,0.0905071991749837,0,19,0,1,0,0,0.038911565861165,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.4338837391175582,0
1654763177.0,1180,0,0.0001358503324108,0,2,0,0,0,0,0.2077527609867782,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.6234898018587336,0
1665049222.0,191,0,0.1819636804640704,0,111,0,11,29,0,0.0013596223591385,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6.123233995736766e-17,0.6234898018587336,0
1659523215.0,307,0,0.0243241738359706,0,19,0,7,5,0,0.0004596330325275,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.7818314824680298,0
1660665119.0,817,0,0.0107354807230115,0,16,0,0,7,0,0.1742733017311747,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
1663689672.0,287,0,0.0001729564458792,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,0.1564344650402309,0.9009688679024191,0
1664365818.0,1369,1,0.0003291628426823,0,7,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.7818314824680298,0
1663259937.0,57,1,0.0142292108745504,0,22,0,0,0,0,1.2723904473585207e-05,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.1564344650402309,0.6234898018587336,0
1664364244.0,1159,0,0.0015660607841192,0,6,0,1,4,0,2.5489389357113024e-07,0,0,0,0,0.0,0.0,0.0,1,1,0,0,1,1,1,0.1564344650402309,0.7818314824680298,0
1663845896.0,45,1,0.0440803841464793,1,43,0,1,15,0,2.11712581938314e-06,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.1564344650402309,0.6234898018587336,0
1656518817.0,119,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.6234898018587336,0
1655734683.0,643,0,0.1522717907988058,0,57,0,0,6,0,0.0001402914021908,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9749279121818236,0
1657105937.0,1051,0,0.0349882097677766,0,18,0,0,9,0,1.0830591515015656e-05,0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
1655203130.0,1289,1,7.91370464790511e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.9009688679024191,0
1660680491.0,1035,1,0.0347227082785761,1,36,0,1,7,0,2.1934472672513253e-06,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9009688679024191,0
1652900566.0,1366,1,0.0002499826230276,0,5,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.7818314824680298,0
1653594446.0,756,0,2.6819247060116414e-06,0,3,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.6234898018587336,0
1655721718.0,278,1,0.0586698400002404,0,33,0,0,9,1,7.95061498300962e-05,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,1,0.5877852522924731,0.9749279121818236,0
1656505201.0,826,0,0.238810266917007,0,59,0,4,28,0,0.0001131324546217,3,2,0,7,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.7818314824680298,0
1661420172.0,1126,0,0.2619214570578325,0,198,0,0,115,0,5.557184290396477e-06,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.6234898018587336,0
1656082534.0,1216,0,0.0,0,1,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5877852522924731,0.4338837391175582,0
1650568540.0,527,0,2.901703428108494e-06,0,2,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8090169943749475,0.6234898018587336,0
1657106806.0,924,0,5.552725460833103e-05,0,2,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.4539904997395468,0.7818314824680298,0
1651667849.0,394,0,0.0034548653686483,0,9,0,4,3,0,2.404388363538813e-06,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7071067811865476,0.7818314824680298,0
1661186472.0,767,0,0.0093733716913387,1,101,0,1,32,0,4.218805374210165e-07,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3090169943749474,0.9749279121818236,0
