event_date,session_timestamp,event_wday,user_id,user_customer_id,session_id,ga_session_number,customer_type,session_duration_microseconds,completed_transaction,signed_up,transaction_value,pages_visited,app_removed,personalise_store_pageviews,purposeful_shelves_pageviews,digi_me_pageviews,homepage_duration_microseconds,add_to_cart,scan_qr,notification_open,notification_receive
15/08/2022,1.66057E+15,Monday,0DF35A4E5D2843B088016A4BE4166BB4,tX16o8oiCdT7bkmfqKE920zHg822,1660572241,1,New Visitor,1214169034,0,1,,71,0,5,15,0,771263008,1,0,0,0
22/08/2022,1.66118E+15,Monday,989489D821054649BC95C0B08C6BD3FF,,1661183628,4,Returning Visitor,11711009,0,0,,7,0,0,0,0,0,0,0,0,0
22/08/2022,1.66116E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,1661153584,29,Returning Visitor,0,0,0,,1,0,0,0,0,0,0,0,0,0
22/08/2022,1.66116E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,,29,Returning Visitor,0,0,0,,1,0,0,0,0,83432041001,0,0,0,0
22/08/2022,1.66119E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,1661185439,32,Returning Visitor,1323519008,0,0,,30,0,0,0,0,76999652991,0,0,0,0
22/08/2022,1.66117E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,1661170352,30,Returning Visitor,57483001,0,0,,22,0,0,1,0,3878455005,0,0,0,0
22/08/2022,1.66116E+15,Monday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,1661155955,34,Returning Visitor,109992001,0,0,,12,0,9,1,0,49754006,0,0,0,0
22/08/2022,1.66116E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,1661162675,28,Returning Visitor,24840000,0,0,,11,0,0,3,0,5319003,0,0,0,0
22/08/2022,1.66117E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,61gdPddDxtQcBdQycs15Z8UhYHl2,1661174197,31,Returning Visitor,1384713008,0,0,,50,0,5,14,0,10375789015,0,2,0,0
22/08/2022,1.66119E+15,Monday,989489D821054649BC95C0B08C6BD3FF,LVYPweqplrfRruhleOlbpY44dwd2,1661186472,5,Returning Visitor,213203010,0,1,,101,0,1,32,0,4588002,0,0,0,0
28/03/2022,1.64847E+15,Monday,702A1F398528432B8628B3097DB5ED97,iX8BXoCL23Pqgf0WexWPNvwqasq2,1648470442,3,Returning Visitor,3119000,0,0,,2,0,0,0,0,0,0,0,0,0
28/03/2022,1.64847E+15,Monday,8368c557fdcf82eb90bedc9b11a10f4d,1dt4gEOt86Ru8IaCyFzjAwWOoGG3,1648469956,10,Returning Visitor,55283026,0,0,,5,0,3,0,0,30219014,0,0,0,0
20/06/2022,1.65574E+15,Monday,f2c2f11b6807c4dc7092095739a318ad,,1655738328,2,Returning Visitor,38874001,0,0,,2,0,0,0,0,692341999,0,0,0,0
20/06/2022,1.65573E+15,Monday,cd24d83d177a20e7eac2b2121ba29ba8,eBonfvLErHOdIBo1ln4MimTOtO53,1655731295,2,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
20/06/2022,1.65572E+15,Monday,2c2d94b21b842bd82da93c9cbfc4d5c2,eBonfvLErHOdIBo1ln4MimTOtO53,1655716455,2,Returning Visitor,450271999,0,0,,2,1,0,0,0,0,0,0,0,0
20/06/2022,1.65575E+15,Monday,f90d89e4c0cd5cbba92228474a21a90f,eBonfvLErHOdIBo1ln4MimTOtO53,1655747623,2,Returning Visitor,28842005,0,0,,5,0,0,0,0,0,0,0,0,0
20/06/2022,1.65573E+15,Monday,280A8B7BA33F476FA7CD34E2EA59EB3F,jYyik9BEmbX4yfEZiFocRIiHwh12,1655731724,3,Returning Visitor,57335014,0,0,,12,0,0,0,0,0,0,0,0,0
20/06/2022,1.65575E+15,Monday,542FA9F38631432589D3C1645C90E7CF,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1655745648,3,Returning Visitor,4108000,0,0,,5,0,0,0,0,3.27278E+11,0,0,0,0
20/06/2022,1.65571E+15,Monday,5AAFEC4401C24FD48BF4A4B3A061D7A2,,1655710424,5,Returning Visitor,3089001,0,0,,2,0,0,0,0,0,0,0,0,0
20/06/2022,1.65573E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,1655733483,38,Returning Visitor,3105002,0,0,,2,0,0,0,0,2583321998,0,0,0,0
20/06/2022,1.65574E+15,Monday,f2c2f11b6807c4dc7092095739a318ad,gTO72xxmdqheXF3MvFYeqse7PvB3,1655738328,2,Returning Visitor,0,0,0,,1,0,0,1,0,0,0,0,0,0
20/06/2022,1.65575E+15,Monday,e4e33b3c42f3c05e6ecc113b4532e044,x3vKlw36WLYCI1TFmw5pGUW7ye82,1655753974,2,Returning Visitor,0,0,0,,1,0,0,1,0,0,0,0,0,0
20/06/2022,1.65575E+15,Monday,d2b68ff630eb786f2e1898f956c4d096,8oNsyStKlsSebk0yu259ggKsJh82,1655745880,2,Returning Visitor,308595000,0,0,,2,0,0,1,0,49320714001,0,0,0,0
20/06/2022,1.65575E+15,Monday,f90d89e4c0cd5cbba92228474a21a90f,hjRP0AmeMkeswtXtyowwWn1d0mr1,1655747623,2,Returning Visitor,1232427009,0,0,,27,0,1,3,0,1193790008,0,0,0,0
20/06/2022,1.65573E+15,Monday,412dfa3b46d33e1c67a82946bccd5a45,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1655731598,4,Returning Visitor,1169094999,0,0,,21,0,4,3,0,1041721005,0,0,0,0
20/06/2022,1.65572E+15,Monday,542FA9F38631432589D3C1645C90E7CF,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1655715814,2,Returning Visitor,40672004,0,0,,17,0,0,6,0,16633010,0,0,0,0
20/06/2022,1.65573E+15,Monday,B6D2710FBB0A4E77805D055D8450A394,RrFRxE3TxhfRM7uFqVMaeflr3nA2,1655734683,49,Returning Visitor,3463514006,0,0,,57,0,0,6,0,1525686010,0,0,0,0
20/06/2022,1.65573E+15,Monday,280A8B7BA33F476FA7CD34E2EA59EB3F,jYyik9BEmbX4yfEZiFocRIiHwh12,1655727713,2,Returning Visitor,291321006,0,0,,18,0,0,7,0,175347004,0,3,0,0
20/06/2022,1.65574E+15,Monday,280A8B7BA33F476FA7CD34E2EA59EB3F,gTO72xxmdqheXF3MvFYeqse7PvB3,1655736202,4,Returning Visitor,1237541000,0,0,,14,0,0,8,0,1086821002,1,0,0,0
20/06/2022,1.65574E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,1655737058,39,Returning Visitor,867922001,0,0,,11,0,0,8,1,3705004,0,0,0,1
20/06/2022,1.65573E+15,Monday,B6D2710FBB0A4E77805D055D8450A394,RrFRxE3TxhfRM7uFqVMaeflr3nA2,1655727588,48,Returning Visitor,4325229004,0,0,,79,0,7,8,1,3416234998,0,0,0,0
20/06/2022,1.65573E+15,Monday,280A8B7BA33F476FA7CD34E2EA59EB3F,gTO72xxmdqheXF3MvFYeqse7PvB3,1655731724,3,Returning Visitor,2095078001,0,1,,34,0,1,10,0,1444153001,0,0,0,0
20/06/2022,1.65574E+15,Monday,412dfa3b46d33e1c67a82946bccd5a45,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1655736067,5,Returning Visitor,2958489001,0,0,,22,1,0,21,0,955301965,0,0,0,0
20/06/2022,1.65573E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,1655728044,37,Returning Visitor,3099631006,0,0,,34,0,8,25,0,2682897973,0,3,0,1
20/06/2022,1.65572E+15,Monday,412dfa3b46d33e1c67a82946bccd5a45,CK8zzagBwJaJz3eygIuvIWBL4Mu1,,2,Returning Visitor,2936463004,0,0,,36,0,0,43,0,133362005,11,0,0,0
03/10/2022,1.66481E+15,Monday,B4A463931C134FE4B238E672B68CF247,cN3zZBpXzCV9FgfMmAHdHqZrK3u2,1664805679,5,Returning Visitor,13481008,0,0,,9,0,0,0,0,6616004,0,0,0,0
03/10/2022,1.66482E+15,Monday,A06D722A71D8498080D2CF9EC53863D8,pPehMoCxDJfz3h9o6aXlwVFHbJj2,1664823469,7,Returning Visitor,24799005,0,0,,9,0,0,0,0,8592006,0,0,0,0
03/10/2022,1.66479E+15,Monday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,1664794073,10,Returning Visitor,11344007,0,0,,9,0,0,4,0,2830003,0,0,0,0
26/09/2022,1.6642E+15,Monday,ac47565ef6c6a6edbe4473e8a03aeaed,8oNsyStKlsSebk0yu259ggKsJh82,,,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
26/09/2022,1.6642E+15,Monday,82D8B2098CDC49379CC111427F9489AE,xRXR4iJG66VoG86H8Tfb0NLR2m53,1664201897,2,Returning Visitor,1822004,0,0,,2,0,0,0,0,0,0,0,0,0
26/09/2022,1.66422E+15,Monday,2561536DB8544A349BBC49980890ACFF,PPRiPIdE2ZMjvlFsbOsTDnnAvhN2,1664222454,2,Returning Visitor,525003,0,0,,4,0,0,0,0,0,0,0,0,0
26/09/2022,1.66419E+15,Monday,425BE6D7542E48E293126C8DECE56983,059VyWLoggdNE5iYtEKRPmN0Sk03,1664185206,7,Returning Visitor,3950000,0,0,,2,0,0,0,0,0,0,0,0,0
26/09/2022,1.6642E+15,Monday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,1664198720,31,Returning Visitor,558110004,0,0,,16,0,4,5,0,210842011,2,1,0,0
26/09/2022,1.6642E+15,Monday,1FF256035BA247B0AF2480887ABD0434,qn0hSmruuzO3NqaBbXqWBBy1zEs2,1664202828,32,Returning Visitor,27525013,0,0,,11,0,0,3,0,7176005,0,1,0,0
26/09/2022,1.6642E+15,Monday,effbc254ba576278fa5d064491958314,SeQflhtOohaV0PLzC5qjH8MiihB3,1664198400,42,Returning Visitor,63383018,0,0,,13,0,5,0,0,16367010,0,0,0,0
26/09/2022,1.6642E+15,Monday,6073C1FFAA26452A922E43F33F55EDA6,m7B3CDKCROWoPWwEF9VZVgNzk9r2,1664198519,49,Returning Visitor,3396000,0,0,,2,0,0,0,0,0,0,0,0,0
18/07/2022,1.65814E+15,Monday,16570692E9D248E0953E3489B2C2A56B,hjRP0AmeMkeswtXtyowwWn1d0mr1,1658138429,3,Returning Visitor,15049796003,0,0,,6,0,0,0,0,15042002997,0,0,0,0
18/07/2022,1.65814E+15,Monday,16570692E9D248E0953E3489B2C2A56B,,1658138429,3,Returning Visitor,120753012,0,0,,7,0,0,0,0,0,0,0,0,0
18/07/2022,1.65813E+15,Monday,0f048677ad4a48d30e81501da52c8543,9HOR7rk4BINKxYHJ6kcGJ2Tr57o1,1658134670,15,Returning Visitor,61787031,0,0,,25,0,0,3,0,5.58911E+11,0,0,0,0
04/07/2022,1.65694E+15,Monday,39E0D0D6185F47B087CAC9EB0CA1474A,6UhS9AHL9WRwgvKAKxKXEdbUdRq2,1656938757,3,Returning Visitor,225003,0,0,,4,0,0,0,0,0,0,0,0,0
04/07/2022,1.65694E+15,Monday,e4e33b3c42f3c05e6ecc113b4532e044,K9KeA6etCVe1opm6b1ThDsMiVW33,1656943717,28,Returning Visitor,6941003,0,0,,4,0,0,0,0,0,0,0,0,0
04/07/2022,1.65695E+15,Monday,e4e33b3c42f3c05e6ecc113b4532e044,K9KeA6etCVe1opm6b1ThDsMiVW33,1656949795,29,Returning Visitor,9043003,0,0,,4,0,0,1,0,6.93611E+11,0,0,0,0
04/07/2022,1.65696E+15,Monday,bd1fb12007e73ca029925f08463fbd8b,Nf7QA8NGCwadoEGRlEJ6Nc8cevI2,1656963108,5,Returning Visitor,12249000,0,0,,4,0,0,1,0,7902001,0,0,0,0
04/07/2022,1.65694E+15,Monday,9EC44853E57D4CBA9BAFF10FBFFEF9C3,bC4U0Iug1JaO1shnEQLyAEoIY453,1656943544,3,Returning Visitor,1770051006,0,0,,14,0,0,0,0,8728003,0,0,0,0
04/07/2022,1.65694E+15,Monday,F820063027A047C2B9B76513650347CC,eHx4gdO3pjeh9lnY4qKODkttevv2,1656943541,7,Returning Visitor,1694593002,0,0,,15,0,0,0,0,4610003,0,0,0,0
04/07/2022,1.65693E+15,Monday,F820063027A047C2B9B76513650347CC,eHx4gdO3pjeh9lnY4qKODkttevv2,1656928277,4,Returning Visitor,0,0,0,,0,0,0,1,0,0,0,1,0,0
04/07/2022,1.65693E+15,Monday,F820063027A047C2B9B76513650347CC,eHx4gdO3pjeh9lnY4qKODkttevv2,1656932417,5,Returning Visitor,2377644024,0,0,,12,0,0,4,0,2318625003,0,2,0,0
12/09/2022,1.66298E+15,Monday,1FF256035BA247B0AF2480887ABD0434,u5rBcShPqHO2Pyvg0Xwi4kZdsvR2,1662977817,11,Returning Visitor,1498435003,0,0,,11,0,0,1,0,7741110001,0,0,0,0
12/09/2022,1.66299E+15,Monday,1FF256035BA247B0AF2480887ABD0434,u5rBcShPqHO2Pyvg0Xwi4kZdsvR2,1662987044,12,Returning Visitor,0,0,0,,1,0,0,0,0,0,0,0,0,0
12/09/2022,1.66299E+15,Monday,1FF256035BA247B0AF2480887ABD0434,u5rBcShPqHO2Pyvg0Xwi4kZdsvR2,,12,Returning Visitor,0,0,0,,3,0,0,0,0,68960564000,0,0,0,0
12/09/2022,1.66298E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,1662975389,38,Returning Visitor,3923999,0,0,,2,0,0,0,0,12514461001,0,0,0,0
12/09/2022,1.66299E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,1662987907,39,Returning Visitor,0,0,0,,3,0,0,0,0,0,0,0,0,0
09/05/2022,1.65209E+15,Monday,4A63780B7374417280BBD4F46BB2D84A,0hTOfzHrbOSARxgeAjVcsB9aG313,1652089079,12,Returning Visitor,0,0,0,,1,0,0,0,0,0,0,0,0,0
09/05/2022,1.65213E+15,Monday,2c59fe5fd1b38f1315a5a5dd479908d5,,1652133418,2,Returning Visitor,3133001,0,0,,2,0,0,0,0,0,0,0,0,0
09/05/2022,1.6521E+15,Monday,EC5E01757817440D81555C6F21FC7DFC,MFRqAAZU4GhyHthqXIpwWJ7yH523,1652099120,9,Returning Visitor,3711001,0,0,,5,0,0,0,0,63481075000,0,0,0,0
09/05/2022,1.6521E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,hPGNI11lKYXyqJa8LpewjgHuCGM2,1652103946,23,Returning Visitor,17392008,0,0,,3,0,0,1,0,14188009,0,0,0,0
09/05/2022,1.65211E+15,Monday,4A38C21703EC41BCA1C0183A94F653DA,YkI4myH3iqYyVbOlePYRus6S2OO2,1652109881,31,Returning Visitor,4376332001,0,0,,52,0,3,12,0,3.162E+12,0,2,0,0
05/09/2022,1.66238E+15,Monday,1FF256035BA247B0AF2480887ABD0434,SQafWDfaGKSeN0lnKXDKlnrzpTb2,1662381084,2,Returning Visitor,325695012,0,1,,23,0,1,0,0,81553001,0,0,0,0
05/09/2022,1.66238E+15,Monday,1FF256035BA247B0AF2480887ABD0434,61gdPddDxtQcBdQycs15Z8UhYHl2,1662381084,2,Returning Visitor,50573001,0,0,,6,0,0,0,0,1085002,0,0,0,0
05/09/2022,1.66237E+15,Monday,3cf74e7e6555b1fd9580cfb908e7aa53,IsphVdDvTkPZ2CuQIHRGCieBJkj2,1661375016,2,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
05/09/2022,1.66238E+15,Monday,8223EB657DCC480699CADF1DA1FBA9E4,Y5mlTohiXchcONa90X5f42G3EHT2,1662376356,3,Returning Visitor,82282000,0,0,,9,0,0,0,0,0,0,0,0,0
05/09/2022,1.66239E+15,Monday,8B97EE90B5734F34B6CD572F63C0BA92,zSHKpxl0HKbjnAZrNEknIykLl712,1662386817,6,Returning Visitor,339399000,0,0,,7,0,0,0,0,335026999,0,0,0,0
05/09/2022,1.66238E+15,Monday,B5B16DB35477465DA2AD1DBB01EB71EC,0PPfsV1L1YdzrBzloi3YV5WEV8C2,1662384690,9,Returning Visitor,4372000,0,0,,3,0,0,0,0,72105129000,0,0,0,0
05/09/2022,1.66236E+15,Monday,FECCC63C737E4B02ABEB11A4545C2C98,hZCLimLB7pRSqnSxAl52OCQU0Ph1,1662360877,16,Returning Visitor,0,0,0,,4,0,0,0,0,0,0,0,0,0
05/09/2022,1.66236E+15,Monday,CA987884BA0A47A4AF602B365E8F0E82,61gdPddDxtQcBdQycs15Z8UhYHl2,1662359147,25,Returning Visitor,3817000,0,0,,5,0,0,0,0,12518146000,0,0,0,0
05/09/2022,1.66237E+15,Monday,CA987884BA0A47A4AF602B365E8F0E82,61gdPddDxtQcBdQycs15Z8UhYHl2,1662371669,27,Returning Visitor,4096000,0,0,,5,0,0,0,0,117052000,0,0,0,0
05/09/2022,1.66238E+15,Monday,8B97EE90B5734F34B6CD572F63C0BA92,zSHKpxl0HKbjnAZrNEknIykLl712,1662384805,5,Returning Visitor,117022999,0,0,,7,0,0,1,0,1899668003,0,0,0,0
05/09/2022,1.66239E+15,Monday,8B97EE90B5734F34B6CD572F63C0BA92,zSHKpxl0HKbjnAZrNEknIykLl712,1662390728,7,Returning Visitor,302915002,0,0,,5,0,0,3,0,7394004,0,1,0,0
05/09/2022,1.66238E+15,Monday,0DF35A4E5D2843B088016A4BE4166BB4,tX16o8oiCdT7bkmfqKE920zHg822,1662384706,3,Returning Visitor,2742818020,0,0,,121,0,7,6,0,3724180945,0,1,0,0
05/09/2022,1.6624E+15,Monday,0DF35A4E5D2843B088016A4BE4166BB4,tX16o8oiCdT7bkmfqKE920zHg822,1662397452,5,Returning Visitor,59779030,0,0,,49,0,3,11,0,61685001975,0,0,0,0
05/09/2022,1.66237E+15,Monday,0DF35A4E5D2843B088016A4BE4166BB4,tX16o8oiCdT7bkmfqKE920zHg822,1662374083,2,Returning Visitor,373956010,0,0,,114,0,8,15,0,10302036955,0,0,0,0
05/09/2022,1.66239E+15,Monday,0DF35A4E5D2843B088016A4BE4166BB4,tX16o8oiCdT7bkmfqKE920zHg822,1662389839,4,Returning Visitor,5016526000,0,0,,49,0,0,21,0,4822024014,4,0,0,0
05/09/2022,1.66238E+15,Monday,1FF256035BA247B0AF2480887ABD0434,0HvwSMtHYxPlehKCj1ALRXRixRF2,1662381084,2,Returning Visitor,6736296002,0,1,,115,0,9,51,0,3871036988,5,3,0,0
08/08/2022,1.65997E+15,Monday,07f9f30c68fd0d22709449edcc0483f2,hjRP0AmeMkeswtXtyowwWn1d0mr1,1659968882,2,Returning Visitor,4476001,0,0,,2,0,0,0,0,67533106999,0,0,0,0
08/08/2022,1.65996E+15,Monday,205941977.2,,1659961518,5,Returning Visitor,42671833,0,0,,0,0,0,0,0,0,0,0,0,0
08/08/2022,1.65996E+15,Monday,2137623096,,1659961518,5,Returning Visitor,824940836,0,0,,0,0,0,0,0,0,0,0,0,0
08/08/2022,1.65996E+15,Monday,1003261954,,1659961518,5,Returning Visitor,0,0,0,,0,0,0,0,0,0,0,0,0,0
08/08/2022,1.65997E+15,Monday,26852217116F4F0AAEDA1750A02D3E6F,EERMqgPi5fUcSD3V4tRcI6KNvHp1,1659970720,7,Returning Visitor,11567002,0,0,,6,0,0,1,0,7098002,0,0,0,0
08/08/2022,1.65996E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,fvvpm6afISaFbcNa4GF7m62D83n2,1659962628,9,Returning Visitor,65608013,0,0,,14,0,0,6,0,11475957994,0,0,0,0
08/08/2022,1.65997E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,fvvpm6afISaFbcNa4GF7m62D83n2,1659974162,10,Returning Visitor,924475004,0,0,,8,0,0,1,0,917440000,0,0,0,0
08/08/2022,1.65998E+15,Monday,9A6EDE6540B54BE2987FCEDDF4986A76,fvvpm6afISaFbcNa4GF7m62D83n2,1659982795,11,Returning Visitor,6794002,0,0,,2,0,1,0,0,0,0,0,0,0
08/08/2022,1.65995E+15,Monday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,1659945082,20,Returning Visitor,125780000,0,0,,12,0,0,3,0,21575003,0,0,0,2
08/08/2022,1.65995E+15,Monday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,1659947281,21,Returning Visitor,1495001,0,0,,2,0,0,1,0,1495001,0,0,0,0
08/08/2022,1.65998E+15,Monday,6073C1FFAA26452A922E43F33F55EDA6,XvOwFcduWGfVfFdY7Dr4kOMHrhf2,1659976539,31,Returning Visitor,526680999,0,0,,9,0,0,2,0,7.48883E+11,0,0,0,0
08/08/2022,1.65996E+15,Monday,99ea1a7acf477a89dc63bdc9bcbb457d,Jt5BvcmpiUXU107rc1ySvTgTq4A2,1659964414,6,Returning Visitor,87985015,0,0,,8,0,0,5,0,56414007,1,0,0,0
11/07/2022,1.65755E+15,Monday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1657551888,45,Returning Visitor,1332629009,0,0,,16,0,0,0,0,34414009,0,0,0,0
11/07/2022,1.65754E+15,Monday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1657536013,42,Returning Visitor,999585000,0,0,,12,0,0,0,0,8360718002,0,0,0,0
11/07/2022,1.65756E+15,Monday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1657563359,46,Returning Visitor,3465000,0,0,,2,0,0,0,0,51780848001,0,0,0,0
11/07/2022,1.65755E+15,Monday,A2ECCB4200624749A49AEEEB39069423,CK8zzagBwJaJz3eygIuvIWBL4Mu1,1657545351,44,Returning Visitor,1621858009,0,0,,17,0,4,1,0,1510979012,0,0,0,0
25/07/2022,1.65875E+15,Monday,fe6938e2aef5caa2308ebb50a40928e3,ilkk3rXHfvRVozJzRT77tN1Bu9I2,,2,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
25/07/2022,1.65874E+15,Monday,b1ad626d2506be76b5a74b6383335736,ilkk3rXHfvRVozJzRT77tN1Bu9I2,1658743718,2,Returning Visitor,36451007,0,0,,6,0,0,1,0,10253259996,0,0,0,0
25/07/2022,1.65873E+15,Monday,EC5E01757817440D81555C6F21FC7DFC,MFRqAAZU4GhyHthqXIpwWJ7yH523,1658732454,23,Returning Visitor,1234422001,0,0,,8,0,0,0,0,0,0,0,0,0
25/07/2022,1.65874E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,JNOlg7nb0caoxuX50BTT20pJ8aB3,1658740733,45,Returning Visitor,7564493016,0,0,,29,0,4,7,0,194906008,0,0,0,2
25/07/2022,1.65875E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,JNOlg7nb0caoxuX50BTT20pJ8aB3,1658752937,46,Returning Visitor,2459888999,0,0,,30,0,0,0,0,188554012,0,0,1,1
25/07/2022,1.65876E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,7iGXxZpjIKhKg3WYwbBb5ityvki2,1658752937,46,Returning Visitor,2763853005,0,1,,48,0,5,5,0,6390472002,0,0,0,1
25/07/2022,1.65876E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,7iGXxZpjIKhKg3WYwbBb5ityvki2,1658764397,47,Returning Visitor,227546000,0,0,,12,0,0,3,0,68427860013,0,0,0,0
25/04/2022,1.65084E+15,Monday,ED762493E5684475AE454E83404F0FF7,,1650844324,3,Returning Visitor,50211014,0,0,,17,0,0,0,0,0,0,0,0,0
01/08/2022,1.65936E+15,Monday,df10ae43fb9aab4a8a8af83ff000eb00,BvsIWW02yVXShz0IPtjU0UDsNra2,1659346558,2,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
01/08/2022,1.65934E+15,Monday,0aa7cf6176ebe5dc1e8ba1c1533b1899,BvsIWW02yVXShz0IPtjU0UDsNra2,1659109971,2,Returning Visitor,0,0,0,,0,1,0,0,0,0,0,0,0,0
01/08/2022,1.65935E+15,Monday,fe2b47dbeab0b53a7f4dd78c9bf32ad0,BvsIWW02yVXShz0IPtjU0UDsNra2,1659346558,2,Returning Visitor,9944261001,1,0,580,39,0,0,38,0,4544005,1,0,0,0
01/08/2022,1.65935E+15,Monday,7ADB69EE56FA44B6BF90CB3E00955913,YdTjGrGjm8MfZKxS5EEsZSVpew93,1659348047,2,Returning Visitor,450755008,0,1,,45,0,5,9,0,90311452998,0,0,0,0
01/08/2022,1.65935E+15,Monday,7ADB69EE56FA44B6BF90CB3E00955913,,1659348047,2,Returning Visitor,6932007,0,0,,7,0,0,0,0,0,0,0,0,0
01/08/2022,1.65936E+15,Monday,ef38106f5bd26672e8eaa08e7383e7c0,v3TYsSMXkshLO3ayUcG6TEnoUVz1,1659359701,6,Returning Visitor,3247763000,0,0,,15,0,0,0,0,2963544004,0,0,0,0
01/08/2022,1.65937E+15,Monday,164DAC96978A432E9D0E6C84B47E3120,,1659365918,8,Returning Visitor,8747010,0,0,,8,0,0,0,0,0,0,0,0,0
01/08/2022,1.65934E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,1659342610,9,Returning Visitor,1695650999,0,0,,47,0,0,7,0,10168502996,0,0,0,0
01/08/2022,1.65935E+15,Monday,24E67F68C97C46CA94C83083EE5BFF18,rmzrZm9JLtYPiSCQo5ESlzqclj63,1659353915,10,Returning Visitor,4535999,0,0,,2,0,0,0,0,72104577001,0,0,0,0
01/08/2022,1.65934E+15,Monday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,1659342711,10,Returning Visitor,568059001,0,0,,12,0,0,0,0,501651002,0,0,0,2
01/08/2022,1.65935E+15,Monday,effbc254ba576278fa5d064491958314,ilkk3rXHfvRVozJzRT77tN1Bu9I2,1659350274,11,Returning Visitor,3956999,0,0,,2,0,0,0,0,78870952001,0,0,0,0
01/08/2022,1.65938E+15,Monday,FECCC63C737E4B02ABEB11A4545C2C98,hZCLimLB7pRSqnSxAl52OCQU0Ph1,1659380014,12,Returning Visitor,3983000,0,0,,2,0,0,0,0,0,0,0,0,0
01/08/2022,1.65934E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,7iGXxZpjIKhKg3WYwbBb5ityvki2,1659342679,52,Returning Visitor,530715000,0,0,,19,0,0,0,0,7338927009,0,0,0,2
01/08/2022,1.65935E+15,Monday,65fe7b5d2163cf33a20fdb612bdd1004,7iGXxZpjIKhKg3WYwbBb5ityvki2,1659349144,53,Returning Visitor,12566335000,0,0,,47,0,1,1,0,2.45822E+11,0,0,0,0
01/08/2022,1.65936E+15,Monday,B6D2710FBB0A4E77805D055D8450A394,c0bB50ZnccO2HKJWlvTypdxWPo32,1659360835,60,Returning Visitor,5311895000,0,0,,271,0,15,80,0,1.7143E+11,20,2,0,0
11/04/2022,1.64967E+15,Monday,29365D3D0C0D40D789163C8DC5D68864,tYPr8vLXBjMeDrSUon2MXTjQVee2,1649671496,8,Returning Visitor,5895000,0,0,,4,0,0,0,0,9279507000,0,0,0,0
11/04/2022,1.64968E+15,Monday,29365D3D0C0D40D789163C8DC5D68864,tYPr8vLXBjMeDrSUon2MXTjQVee2,1649680780,9,Returning Visitor,0,0,0,,1,0,0,1,0,0,0,0,0,0
